TRUE,fit,prediction
-0.01449,,-0.011623665
-0.0064,,-0.001188335
-0.00762,,0.000823204
0.00449,,0.002961753
0.006,,0.002139875
-0.01153,,-0.004310132
-0.00353,,-0.000331246
-0.00055,,-0.001480793
-0.01465,,-0.011327187
-0.012,,-0.012836021
-0.01531,,-0.011654273
-0.00475,,-0.005025828
-0.00123,,0.000363736
0.00086,,0.000751021
0.00044,,-0.00137457
-0.0037,,-0.005257331
-0.00978,,-0.009703091
-0.00915,,-0.007999422
-0.0029,,-0.000389103
0.00179,,-0.000843158
0.00297,,0.003617702
0.00195,,0.003109602
-0.02065,,-0.015880302
-0.00259,,-0.000183664
0.00058,,-0.000277971
0.00492,,0.005214986
-0.00243,,-0.000852525
-0.00146,,-0.000170186
0.00021,,-0.001567336
0.00156,,-0.000173896
0.00447,,0.002654176
-0.00679,,-0.006431513
-0.00087,,0.002846136
-0.0015,,0.00148255
-0.00591,,-0.004294673
0.00089,,0.000922594
0.00576,,0.00983706
-0.0012,,-0.001603175
-0.00235,,-0.003284351
-0.00251,,-0.001390457
-0.00331,,-0.000401085
0.00148,,-0.0013276
-0.00504,,-0.001561337
0.00046,,0.001237517
0.00151,,0.004859733
0.00564,,0.003307497
0.00676,,0.005444263
-0.00236,,-0.000193171
0.0094,,0.01090164
0.00429,,0.004087775
0.00214,,0.003236244
-0.00174,,-7.26E-05
-0.0038,,0.000390845
-0.00199,,2.05E-05
-0.00405,,0.000168804
0.00795,,0.010152265
0.0078,,0.010516653
-0.00122,,0.003161765
-0.00046,,-0.003744212
-0.00141,,0.001486422
-0.00205,,-0.000539681
-0.00029,,-0.000909933
0.00136,,0.004528691
0.00565,,0.002368754
0.00039,,-0.000402095
-0.00643,,-0.005571623
-0.00551,,-0.003959625
-0.00029,,-0.004371424
-0.00564,,-0.002530547
-0.00045,,0.003224432
0.00046,,-0.001243784
-0.00053,,-0.00431741
-0.00465,,-0.003944855
0.00174,,0.002722757
-0.00165,,0.002090558
-0.00156,,-0.000789234
-0.00267,,-0.004124273
-0.00053,,0.003374543
0.00556,,0.008342445
-0.00592,,-0.0061119
-0.00478,,-0.005368917
-0.00414,,-0.008648747
-0.0106,,-0.010694729
-0.00975,,-0.011504763
