BJFS,BJYQ,BJSH,BJGB,TJBD,TJBH,TJWQ,HEYY,HELQ,HELY,HECC,HEZJ,HECD,HETS,SXLQ,XGB1
0.01755,-0.03382,-0.01078,-0.02251,-0.02652,-0.09228,-0.18328,-0.03762,-0.02254,-0.04356,-0.0345,-0.00587,-0.03506,-0.02036,-0.0397,-0.003097226
0.01763,-0.01383,-0.01284,-0.01071,-0.01586,-0.09392,-0.15215,-0.01888,-0.01409,-0.02881,-0.01872,-0.00377,-0.01859,0.00071,-0.0201,-0.003560897
0.00984,-0.01851,-0.01786,-0.01742,-0.01667,-0.0935,-0.17064,-0.02708,-0.01838,-0.03219,-0.02554,-0.00999,-0.02579,-0.00693,-0.03392,-0.014413107
0.01929,-0.00539,-0.01525,-0.01083,-0.01457,-0.08346,-0.16893,-0.01959,-0.00659,-0.02798,-0.01508,0.00032,-0.01072,-0.00364,-0.0215,-0.00219205
0.02473,-0.0108,-0.01598,-0.00974,-0.01267,-0.08963,-0.16153,-0.02022,-0.01966,-0.03645,-0.01639,-0.00265,-0.01795,-0.002865,-0.01786,0.000842551
0.03463,-0.00863,-0.00442,-0.01423,-0.00544,-0.09417,-0.16681,-0.01647,-0.02104,-0.02024,-0.01621,0.00412,-0.00188,-0.01535,-0.03136,0.002174662
0.01645,-0.00523,-0.00919,-0.00696,-0.01016,-0.07709,-0.1507,-0.02656,-0.00643,-0.01008,-0.01554,-0.00499,-0.01344,0.02157,-0.00971,-0.002629545
0.01645,-0.01376,-0.02684,-0.01854,-0.0269,-0.09666,-0.18164,-0.04098,-0.02478,-0.03221,-0.02657,-0.01726,-0.02731,-0.0166,-0.03085,-0.005702234
0.00928,-0.01437,-0.00876,-0.01684,-0.02009,-0.09626,-0.1728,-0.02972,-0.01891,-0.02771,-0.02021,-0.01131,-0.02719,-0.00162,-0.03172,-0.011310521
0.0116,-0.00587,-0.0023,-0.01435,-0.01356,-0.08281,-0.16153,-0.02068,-0.00665,-0.02332,-0.01948,0.00553,-0.02257,-0.00063,-0.0271,0.000416184
0.00667,0.00342,-0.0068,-0.0175,-0.01803,-0.08901,-0.18151,-0.02888,-0.01897,-0.024435,-0.0133,-0.01292,-0.016835,-0.01011,-0.01739,-0.004314017
0.02403,0.00824,0.00022,-0.00042,-0.00621,-0.08495,-0.15878,-0.01217,-0.01218,-0.02202,-0.00975,-0.00286,-0.01402,0.00077,-0.01255,0.004150969
0.02758,0.00317,-0.00843,-0.00129,-0.00819,-0.07471,-0.15377,-0.01351,-0.00276,-0.01437,-0.00606,0.00101,-0.01092,0.00289,-0.01047,0.000797153
0.01645,0.00805,0.01137,0.00464,-0.00167,-0.07619,-0.15819,-0.00902,-0.00069,-0.0112,-0.00362,0.00621,-0.00859,0.00455,-0.01289,0.006824823
0.02067,-0.00344,-0.00233,-0.00498,-0.01367,-0.08068,-0.1568,-0.0233,-0.01426,-0.0229,-0.01013,0.00169,-0.00762,-0.0041,-0.02066,-0.004322134
0.01645,-0.00786,-0.01842,-0.01588,-0.01672,-0.09624,-0.1721,-0.026,-0.02292,-0.02826,-0.01793,-0.00851,-0.0169,-0.00636,-0.02691,-0.003124051
0.01645,0.00091,0.00322,0.00108,-0.00487,-0.07708,-0.15816,-0.01611,-0.01535,-0.01529,-0.00416,0.00442,-0.00753,-0.00279,-0.02055,0.005763009
0.00102,-0.01873,-0.01481,-0.02141,-0.02689,-0.10332,-0.16439,-0.03585,-0.03047,-0.04132,-0.0338,-0.01192,-0.02875,-0.02218,-0.03665,-0.013763645
0.0234,0.00193,0.0039,-0.0023,-0.00361,-0.07668,-0.15292,-0.01918,-0.00681,-0.00928,-0.00577,0.00671,-0.00388,0.00208,-0.01236,0.003012252
0.01005,-0.01192,-0.00603,-0.02114,-0.0147,-0.09343,-0.16758,-0.02944,-0.02085,-0.03024,-0.01785,0.00176,-0.02899,-0.00459,-0.02449,-0.006372537
0.01633,-0.00924,0.00263,-0.0149,-0.01849,-0.0889,-0.16912,-0.02732,-0.01256,-0.02882,-0.01179,-0.0043,-0.02038,0.00201,-0.03092,-0.005439472
0.02274,-0.00133,0.0061,-0.00427,-0.00641,-0.07989,-0.15938,-0.01817,-0.00806,-0.02302,-0.01073,0.00598,-0.01819,0.0012,-0.01682,0.000988802
0.00667,-0.00951,-0.01084,-0.01576,-0.01733,-0.09039,-0.17416,-0.02449,-0.01937,-0.03328,-0.01558,-0.0081,-0.02669,-0.00505,-0.02875,-0.007136276
0.01558,-0.00977,-0.00863,-0.01767,-0.01975,-0.09331,-0.17053,-0.03011,-0.01376,-0.02885,-0.02038,-0.01138,-0.02966,-0.00366,-0.02702,-0.00679952
0.00433,-0.01925,-0.02134,-0.02129,-0.02243,-0.09292,-0.18178,-0.03604,-0.02315,-0.03729,-0.02303,-0.01799,-0.02528,-0.003,-0.03285,-0.013189207
0.00725,-0.00872,-0.02612,-0.0186,-0.01394,-0.09354,-0.17664,-0.02717,-0.02619,-0.04147,-0.02739,-0.0089,-0.0216,0.00754,-0.03538,-0.012219676
0.00875,-0.0207,-0.02055,-0.02374,-0.02048,-0.09887,-0.1798,-0.02908,-0.02768,-0.03506,-0.02318,-0.0128,-0.02958,-0.01174,-0.03087,-0.016889585
0.02248,-0.00819,-0.00979,-0.01207,-0.0087,-0.09534,-0.17328,-0.02194,-0.01688,-0.02143,-0.01702,-0.00606,-0.02807,-0.00387,-0.02507,-0.00630691
0.00447,-0.02349,-0.02012,-0.02056,-0.02521,-0.10775,-0.1826,-0.03872,-0.03081,-0.03145,-0.02561,-0.01571,-0.02953,-0.0127,-0.03521,-0.01154709
0.0073,-0.0276,-0.02401,-0.02584,-0.0288,-0.10862,-0.17415,-0.03231,-0.03126,-0.0411,-0.02535,-0.02163,-0.03323,-0.01649,-0.03711,-0.005017863
0.00737,-0.01617,-0.01788,-0.0218,-0.02524,-0.08604,-0.159835,-0.04075,-0.02677,-0.04041,-0.02297,-0.00193,-0.016835,-0.01571,-0.03084,-0.010937727
0.00694,-0.01608,-0.01302,-0.02082,-0.02357,-0.10053,-0.17733,-0.0413,-0.025,-0.03858,-0.02245,-0.01112,-0.02636,-0.00843,-0.03166,-0.00992491
0.01202,-0.01348,-0.0141,-0.01017,-0.01281,-0.09409,-0.17343,-0.02564,-0.01732,-0.02754,-0.01577,-0.00361,-0.02544,-0.01338,-0.03207,-0.006487505
0.00836,-0.02069,-0.02082,-0.0174,-0.02495,-0.10111,-0.18178,-0.03203,-0.02393,-0.03778,-0.02175,-0.01394,-0.02869,-0.008,-0.02657,-0.013909511
0.00774,-0.01366,-0.01536,-0.01229,-0.01782,-0.09261,-0.17382,-0.02569,-0.01902,-0.03302,-0.01748,-0.01235,-0.02548,-0.00477,-0.03672,-0.008949687
-0.00107,-0.01927,-0.02074,-0.023,-0.02553,-0.10319,-0.17763,-0.02022,-0.02917,-0.038,-0.02817,-0.01834,-0.03225,-0.01186,-0.03157,-0.012129806
0.02782,0.00763,0.00708,0.00292,0.00048,-0.07648,-0.15258,-0.01091,-0.00095,-0.01382,0.00155,0.01091,-0.00517,0.01124,-0.00946,0.009129384
0.01331,-0.01184,-0.00918,-0.01484,-0.01646,-0.08681,-0.16998,-0.02491,-0.015,-0.02773,-0.01413,-0.00279,-0.02074,-0.00065,-0.02456,-0.005451129
0.0272,-0.011,0.00563,0.00273,-0.00351,-0.07936,-0.15891,-0.01099,-0.00527,-0.01624,-0.00936,0.00598,-0.00687,0.00874,-0.01422,0.00928673
0.00345,-0.01704,-0.01503,-0.02437,-0.0265,-0.09723,-0.17733,-0.03464,-0.02614,-0.037,-0.0253,-0.01458,-0.03137,-0.00862,-0.02976,-0.014572835
0.00681,-0.01488,-0.01276,-0.01801,-0.02492,-0.09984,-0.17626,-0.02687,-0.02545,-0.03317,-0.01927,-0.00852,-0.02844,-0.00733,-0.03283,-0.012683298
0.00074,-0.01816,-0.017,-0.02314,-0.02945,-0.09828,-0.18458,-0.03415,-0.02705,-0.049,-0.02684,-0.01787,-0.03276,-0.01582,-0.03564,-0.016285866
0.01859,-0.00061,0.00551,-0.00722,-0.00944,-0.08103,-0.16949,-0.01096,-0.01198,-0.02584,-0.00878,0.00117,-0.01445,0.00017,-0.02151,0.001502674
0.0252,-0.0001,0.0045,-0.00476,-0.00291,-0.08181,-0.16482,-0.01326,-0.00088,-0.02265,-0.00937,0.00553,-0.01042,0.00822,-0.01038,0.004154673
0.01957,-0.00036,-0.0073,-0.00751,-0.01135,-0.08731,-0.1701,-0.01882,-0.01282,-0.02487,-0.01111,-0.00038,-0.01573,-0.00261,-0.01704,0.000133365
0.02324,0.00029,-0.00236,-0.00481,-0.00967,-0.0858,-0.16646,-0.01732,-0.0058,-0.02255,-0.00582,0.00151,-0.01531,0.00298,-0.01619,0.002896078
0.02368,0.00083,-0.00486,-0.00583,-0.00917,-0.08231,-0.16369,-0.01353,-0.00751,-0.02589,-0.00621,-0.00013,-0.01115,0.0106,-0.02047,0.003856906
0.02831,-0.00227,0.00449,-0.00502,-0.00097,-0.07958,-0.15856,-0.01431,-0.00343,-0.01664,-0.00499,0.00811,-0.01035,0.00869,-0.01412,0.004554421
0.02434,0.00411,0.00687,-0.00092,-0.00496,-0.0788,-0.15846,-0.01152,-0.00551,-0.01852,-0.00319,0.00939,-0.00896,0.00691,-0.01073,0.006802525
0.02332,-0.00066,0.00461,-0.00405,-0.00362,-0.07903,-0.1654,-0.01433,-0.00568,-0.01852,-0.00864,0.0028,-0.01304,0.00951,-0.01674,0.006018604
0.01645,-0.00644,-0.00276,-0.01283,-0.01038,-0.08462,-0.16727,-0.02154,-0.0135,-0.02317,-0.0153,-0.00298,-0.01729,0.00177,-0.01546,-0.000911611
0.01215,0.00182,0.00497,-0.01179,-0.01362,-0.0852,-0.16891,-0.01688,-0.01484,-0.0288,-0.01267,0.00409,-0.01674,-0.00262,-0.02172,9.56E-05
0.01119,-0.01324,-0.01605,-0.0186,-0.01814,-0.08957,-0.16663,-0.02703,-0.02398,-0.03325,-0.01544,-0.00606,-0.02254,-0.00927,-0.0242,-0.00791877
0.01765,-0.00741,-0.01034,-0.01571,-0.01569,-0.08601,-0.16389,-0.01757,-0.01814,-0.02609,-0.01076,-0.0001,-0.01934,-0.00605,-0.01444,-0.004232436
0.01864,-0.00894,-0.0073,-0.00711,-0.00896,-0.08593,-0.16688,-0.01693,-0.01011,-0.02595,-0.00864,0.00229,-0.02008,0.00158,-0.01856,-0.002932345
0.01658,-0.00213,-0.0019,-0.00645,-0.01166,-0.08531,-0.16732,-0.0185,-0.0133,-0.02852,-0.01357,0.00007,-0.01395,0.001,-0.01363,0.000518035
0.01458,-0.00706,-0.00888,-0.01084,-0.01164,-0.0892,-0.17113,-0.02002,-0.01306,-0.0211,-0.01188,-0.00363,-0.01947,0.00055,-0.02013,-0.000685543
0.02182,-0.00541,-0.01584,-0.00321,-0.00608,-0.0804,-0.16381,-0.01407,-0.00935,-0.02483,-0.00457,0.00163,-0.01737,0.00406,-0.01507,-0.002790286
0.01039,-0.00559,-0.01185,-0.0124,-0.0132,-0.09285,-0.17423,-0.02277,-0.01081,-0.03196,-0.01232,-0.0034,-0.02041,-0.00357,-0.02553,-0.002278897
0.00982,-0.01266,-0.01354,-0.01739,-0.01601,-0.09501,-0.1723,-0.02635,-0.01271,-0.02933,-0.01517,-0.00492,-0.0243,-0.00295,-0.02162,-0.007881971
0.00661,-0.00707,-0.01659,-0.01475,-0.01672,-0.09615,-0.17621,-0.02697,-0.01681,-0.03167,-0.01624,-0.00836,-0.02369,-0.00435,-0.0202,-0.003092997
0.00598,-0.0095,-0.00832,-0.01302,-0.01712,-0.09371,-0.17457,-0.022,-0.01689,-0.02865,-0.01944,-0.01071,-0.02426,-0.00943,-0.02089,-0.009663226
0.02095,-0.00574,-0.0044,-0.00576,-0.00671,-0.08402,-0.16802,-0.01599,-0.00768,-0.01943,-0.01141,0.00285,-0.01319,0.00388,-0.01205,0.001435848
0.02026,-0.00286,0.00683,-0.00339,-0.00262,-0.07982,-0.16227,-0.01438,-0.00824,-0.02261,-0.00886,0.00117,-0.01405,0.00686,-0.01241,0.005530595
0.02195,-0.00132,-0.00191,-0.00429,-0.00418,-0.08343,-0.16113,-0.01448,-0.00777,-0.01954,-0.00585,0.00352,-0.01121,0.00807,-0.01504,0.002489196
0.01864,-0.00063,-0.00133,-0.00318,-0.00516,-0.08121,-0.1592,-0.01232,-0.00803,-0.01978,-0.00631,0.00574,-0.00962,0.00785,-0.01344,0.004356797
0.01606,-0.00633,-0.01151,-0.01083,-0.01051,-0.0881,-0.16622,-0.01868,-0.01257,-0.02767,-0.01582,-0.00269,-0.0172,0.00283,-0.01933,-0.001062015
-0.00401,-0.02024,-0.02213,-0.02952,-0.02785,-0.10794,-0.18776,-0.03814,-0.03573,-0.04256,-0.02939,-0.01571,-0.03293,-0.01692,-0.0368,-0.016695358
0.01871,-0.00459,-0.00281,-0.01318,-0.01339,-0.09265,-0.17573,-0.02073,-0.01303,-0.02708,-0.01143,-0.00368,-0.0199,-0.00122,-0.018,-0.000766112
0.0214,-0.00311,-0.00141,-0.01031,-0.00866,-0.08546,-0.1646,-0.01739,-0.00812,-0.02273,-0.0101,0.00031,-0.01487,0.00444,-0.01229,0.001525451
0.01663,-0.0062,-0.00632,-0.00734,-0.005,-0.08688,-0.16667,-0.0148,-0.0071,-0.02216,-0.00551,0.0012,-0.01759,0.00449,-0.01829,0.002728638
0.00605,-0.01885,-0.01959,-0.02035,-0.02442,-0.09929,-0.18102,-0.03233,-0.02041,-0.04033,-0.02484,-0.01363,-0.03293,-0.00787,-0.03156,-0.014362476
0.01518,-0.00674,-0.00844,-0.0118,-0.01352,-0.09127,-0.17296,-0.02087,-0.00993,-0.02993,-0.01292,-0.00283,-0.01973,-0.00343,-0.01943,-0.005923203
0.01536,-0.0066,-0.00798,-0.00808,-0.01018,-0.08976,-0.16894,-0.01924,-0.01121,-0.0257,-0.012385,-0.00082,-0.0185,0.00095,-0.01649,-0.002709017
0.01666,-0.00837,-0.0055,-0.00635,-0.01637,-0.09573,-0.16993,-0.02252,-0.01562,-0.03029,-0.011,-0.00143,-0.016,-0.00162,-0.02207,-0.005360689
0.01745,-0.00291,-0.0013,-0.00685,-0.01223,-0.08514,-0.16922,-0.01826,-0.01083,-0.02615,-0.00932,-0.00012,-0.01595,0.00006,-0.01948,0.001783673
0.02299,-0.00017,0.00293,-0.00281,-0.00521,-0.08123,-0.16263,-0.01471,-0.00811,-0.02238,-0.00527,0.00332,-0.00895,0.00708,-0.01439,0.001899547
0.01873,0.00195,0.00152,-0.00521,-0.00946,-0.08412,-0.16388,-0.01845,-0.00892,-0.02089,-0.00622,0.00161,-0.01451,0.00428,-0.01249,0.001102628
0.01966,0.01404,0.00112,-0.00304,-0.00794,-0.08439,-0.16391,-0.01452,-0.01113,-0.02198,-0.00767,0.00301,-0.01557,0.00257,-0.00799,0.004570861
0.02712,0.00351,0.00673,-0.00112,-0.00443,-0.07857,-0.15837,-0.01357,-0.00308,-0.01905,-0.00465,0.00009,-0.00884,0.00965,-0.01156,0.00556527
0.02059,-0.0003,0.00389,-0.00553,-0.009965,-0.08462,-0.16464,-0.01823,-0.00958,-0.02263,-0.00966,0.00019,-0.01342,0.0011,-0.01796,0.000631563
0.01896,-0.00051,-0.00055,-0.00257,-0.00527,-0.08956,-0.17023,-0.01726,-0.00288,-0.01928,-0.00412,0.00285,-0.01374,0.00331,-0.01215,0.003372625
0.0229,0.00315,0.00567,-0.00256,-0.00475,-0.0796,-0.16157,-0.01259,-0.0064,-0.01718,-0.00316,0.0042,-0.00982,0.00958,-0.01043,0.005486556
0.01948,-0.0046,-0.00164,-0.00253,-0.00939,-0.08804,-0.17081,-0.01978,-0.00752,-0.02282,-0.01045,0.00255,-0.01602,0.00146,-0.01441,-0.001481474
0.01797,-0.00521,0.00218,-0.00755,-0.01046,-0.08773,-0.16883,-0.02187,-0.01021,-0.02393,-0.00953,-0.00283,-0.01435,0.00039,-0.01577,-0.002465874
0.01905,-0.00403,-0.00168,-0.00332,-0.00906,-0.08692,-0.16904,-0.01672,-0.01253,-0.02412,-0.00992,-0.0023,-0.01459,-0.00071,-0.01449,0.001866499
0.01964,-0.00931,-0.00487,-0.00544,-0.00644,-0.08709,-0.16814,-0.01394,-0.00931,-0.02509,-0.00985,0.0027,-0.01762,0.00023,-0.01311,0.001182955
0.02139,0.00014,0.00173,-0.00208,-0.00612,-0.0806,-0.16305,-0.01367,-0.00588,-0.01859,0.00057,0.00522,-0.01096,0.00326,-0.00532,0.005075099
0.02391,-0.00252,0.00925,0.00106,-0.00355,-0.08194,-0.16166,-0.01179,-0.00441,-0.01962,0.00046,0.00998,-0.00595,0.004,-0.01014,0.006549129
0.02015,-0.00368,-0.00092,-0.0035,-0.0114,-0.08247,-0.16623,-0.01646,-0.00688,-0.01924,-0.00624,0.00327,-0.01199,0.00064,-0.01329,0.002947025
0.02,-0.00177,-0.00031,-0.00497,-0.00546,-0.08342,-0.1643,-0.01661,-0.008,-0.01904,-0.00522,0.00115,-0.01141,-0.00103,-0.01335,0.003778169
0.02107,-0.00225,0.00297,-0.00448,-0.00724,-0.0863,-0.16258,-0.01562,-0.00733,-0.01932,-0.00481,0.00501,-0.01561,-0.00161,-0.01403,0.002670522
0.02243,-0.00057,-0.00192,-0.00189,-0.00531,-0.08224,-0.16696,-0.01578,-0.00396,-0.01983,-0.00873,0.00347,-0.01039,0.00334,-0.01593,0.002080373
0.02239,-0.00219,-0.00352,-0.00551,-0.00509,-0.08194,-0.16637,-0.01596,-0.00992,-0.01838,-0.00629,0.00224,-0.014,-0.00049,-0.01433,0.003389251
0.02417,0.00386,0.00637,-0.0006,0.00014,-0.07855,-0.15988,-0.01596,-0.00635,-0.01723,-0.00505,0.00626,-0.00815,0.00501,-0.01041,0.004717242
0.02637,0.00297,0.00156,-0.00128,-0.00129,-0.08164,-0.16478,-0.01763,-0.0074,-0.02039,-0.00547,0.00131,-0.00982,0.00326,-0.00956,0.0054438
0.02233,-0.00228,0.00374,-0.00075,-0.0046,-0.07845,-0.16152,-0.01555,-0.00709,-0.02,-0.00748,-0.00082,-0.00884,0.00454,-0.01425,0.004226796
0.02685,0.00491,0.00518,0.00103,0.00126,-0.0737,-0.15723,-0.01052,-0.00158,-0.01525,-0.00285,0.00791,-0.00363,0.01009,-0.0097,0.008978563
0.02448,0.00452,0.0043,-0.00164,-0.00457,-0.07913,-0.16322,-0.01418,-0.00472,-0.01873,-0.00231,0.00457,-0.0074,0.00545,-0.01034,0.004886111
0.01892,-0.00534,0.00076,-0.00974,-0.00687,-0.0837,-0.17037,-0.01959,-0.00883,-0.02407,-0.01149,-0.00385,-0.01522,0.00144,-0.01401,0.000732811
0.01747,-0.00406,-0.00254,-0.0065,-0.00927,-0.0845,-0.1717,-0.01943,-0.00923,-0.02541,-0.0094,-0.00223,-0.0139,-0.00237,-0.01803,-0.000499724
0.01932,-0.00413,0.0002,-0.00556,-0.00766,-0.08361,-0.16731,-0.01707,-0.00827,-0.0215,-0.00693,0.00204,-0.01255,0.00043,-0.01495,0.00054542
0.01598,-0.0056,-0.00218,-0.00868,-0.01064,-0.08686,-0.17038,-0.02133,-0.01363,-0.02475,-0.01097,-0.00204,-0.01472,-0.00082,-0.01818,-0.002403521
0.02295,0.00044,0.00438,-0.00218,-0.00424,-0.07907,-0.16569,-0.01574,-0.00474,-0.01941,-0.0058,0.00282,-0.00964,0.00466,-0.01261,0.003548467
0.02111,0.00018,0.00136,-0.00384,-0.00429,-0.0816,-0.16747,-0.01474,-0.00625,-0.01734,-0.00607,0.0052,-0.01089,0.00281,-0.01623,0.003820652
0.02057,-0.00956,-0.00729,-0.00473,-0.00592,-0.08124,-0.16698,-0.01887,-0.01006,-0.02066,-0.0079,0.00311,-0.01261,0.00468,-0.01642,0.0006273
0.02137,0.00401,0.00869,-0.00005,0.00101,-0.07543,-0.16308,-0.01408,-0.00552,-0.01945,-0.002,0.00259,-0.00577,0.00548,-0.01427,0.004098484
0.02263,-0.00002,0.00501,-0.00175,-0.00202,-0.07484,-0.16304,-0.0152,-0.00664,-0.01995,-0.00561,0.0041,-0.00753,0.00527,-0.01321,0.004088809
0.01637,-0.004,-0.00219,-0.00634,-0.00732,-0.08518,-0.16969,-0.01922,-0.01131,-0.02051,-0.01006,0.00011,-0.01465,-0.00202,-0.01556,-0.001156889
0.02015,-0.00446,0.00131,-0.00581,-0.00778,-0.08165,-0.17096,-0.02083,-0.01318,-0.02178,-0.00999,0.00008,-0.01552,-0.0017,-0.01421,-0.003428884
0.01688,-0.00569,-0.00141,-0.00829,-0.00983,-0.08477,-0.17304,-0.02152,-0.01045,-0.02503,-0.01309,-0.00326,-0.01724,-0.00723,-0.02005,-0.003379334
0.01778,-0.00661,-0.00488,-0.00844,-0.00888,-0.08536,-0.17164,-0.02082,-0.01237,-0.02492,-0.01093,-0.00256,-0.01426,-0.00309,-0.01616,-0.004358971
0.01546,-0.00752,-0.0062,-0.00896,-0.01011,-0.08475,-0.17373,-0.02256,-0.01187,-0.02683,-0.01154,-0.00215,-0.01626,-0.00514,-0.01829,-0.003899172
0.0192,-0.0034,0.00165,-0.00538,-0.00675,-0.0832,-0.16799,-0.01788,-0.00775,-0.02033,-0.00613,0.00198,-0.0121,-0.00248,-0.00963,0.004049669
0.01985,-0.00151,-0.00016,-0.00315,-0.00747,-0.08029,-0.1682,-0.01758,-0.009,-0.01945,-0.0019,0.00139,-0.01067,-0.00213,-0.00894,0.003306246
0.01858,-0.00434,0.00225,-0.00547,-0.00913,-0.08473,-0.17174,-0.01779,-0.00967,-0.0218,-0.0106,-0.00026,-0.01515,-0.00521,-0.0161,0.000747738
0.0216,0.00069,0.00343,-0.00037,-0.00421,-0.08053,-0.17179,-0.01602,-0.00431,-0.01835,-0.00382,0.00472,-0.01218,-0.00034,-0.01111,0.002670893
0.0215,0.00045,0.00335,0.0013,-0.00285,-0.08116,-0.16651,-0.01569,-0.00439,-0.02026,-0.007,0.00393,-0.01,-0.00442,-0.01271,0.00380138
0.02465,0.00198,0.00283,-0.00002,-0.00328,-0.07935,-0.17,-0.01442,-0.00466,-0.01867,-0.0047,0.0043,-0.00982,0.00105,-0.01025,0.004700768
0.02853,0.00589,0.00673,0.00364,0.00018,-0.07479,-0.16584,-0.00941,-0.00148,-0.01693,0.00229,0.00905,-0.00589,0.00443,-0.00671,0.010000496
0.02053,0.00059,-0.00003,-0.00241,-0.00654,-0.08246,-0.1711,-0.01719,-0.00761,-0.02099,-0.00372,0.00291,-0.01231,-0.00199,-0.00903,0.005999678
0.01886,-0.0026,-0.00008,-0.00495,-0.00811,-0.0848,-0.17479,-0.01613,-0.00558,-0.02327,-0.00892,0.00151,-0.01228,-0.00427,-0.01461,0.000601333
0.0211,-0.00172,-0.00023,-0.00452,-0.00695,-0.08134,-0.17494,-0.01659,-0.00738,-0.02558,-0.00711,0.00308,-0.01365,-0.00236,-0.01457,0.002717808
0.01782,-0.00674,-0.00393,-0.00389,-0.00919,-0.08452,-0.17607,-0.01895,-0.00768,-0.02605,-0.00701,-0.00008,-0.01181,-0.00319,-0.01457,9.03E-05
0.01883,-0.00269,-0.00586,-0.01015,-0.009965,-0.08247,-0.17939,-0.0201,-0.01013,-0.02819,-0.00664,0.0008,-0.01544,-0.00559,-0.01154,0.002051924
0.02138,0.00054,0.00043,-0.00298,-0.0029,-0.07284,-0.17336,-0.01543,-0.0062,-0.02368,-0.00546,0.00197,-0.01085,0.00348,-0.01441,0.003562515
0.01675,-0.0077,-0.00223,-0.01009,-0.00771,-0.08215,-0.18104,-0.01966,-0.00982,-0.02688,-0.0103,-0.00105,-0.01566,-0.00288,-0.01948,-0.001543171
0.02358,-0.00624,-0.00354,-0.00668,-0.00588,-0.08319,-0.1813,-0.01895,-0.00689,-0.02156,-0.00699,0.00567,-0.01617,-0.0054,-0.01298,0.00412141
0.02239,0.00185,0.00261,-0.00276,-0.00063,-0.07504,-0.17084,-0.01278,-0.0031,-0.01958,-0.00173,0.00995,-0.00327,0.00742,-0.00826,0.005678586
0.0252,0.00742,0.00233,0.00113,-0.00202,-0.07397,-0.17455,-0.01327,-0.00274,-0.01795,-0.00211,0.00588,-0.00471,0.00594,-0.0061,0.005184459
0.02072,-0.00563,-0.00128,-0.00895,-0.00741,-0.08239,-0.17867,-0.01844,-0.00816,-0.024435,-0.01103,0.0039,-0.01371,-0.0012,-0.01518,0.000876555
0.01374,-0.00804,-0.00524,-0.01026,-0.01172,-0.08951,-0.18558,-0.02018,-0.01156,-0.02791,-0.01203,-0.00473,-0.01614,-0.01346,-0.01718,0.002122276
0.01407,-0.00807,-0.0067,-0.01016,-0.01044,-0.08634,-0.18635,-0.02281,-0.0117,-0.02773,-0.01319,-0.00252,-0.01818,-0.00719,-0.01919,-0.004134088
0.01549,-0.00815,-0.00373,-0.0116,-0.01211,-0.08617,-0.18522,-0.02099,-0.01151,-0.02894,-0.0147,-0.00345,-0.01843,-0.00843,-0.02157,-0.003569502
0.01852,-0.00266,-0.00749,-0.01284,-0.01216,-0.08523,-0.18518,-0.02134,-0.01071,-0.02981,-0.01397,0,-0.01827,-0.00536,-0.02196,-0.002822722
0.01658,-0.01357,-0.00932,-0.01026,-0.00984,-0.08397,-0.18283,-0.01859,-0.0126,-0.03073,-0.01318,0.00009,-0.01698,-0.00524,-0.02067,-0.00211934
0.01027,-0.00288,-0.00592,-0.01573,-0.0116,-0.09003,-0.189,-0.02881,-0.01732,-0.03009,-0.01744,-0.0057,-0.02681,-0.00758,-0.02691,-0.005003547
0.01416,-0.00785,-0.00408,-0.00989,-0.01037,-0.08598,-0.18349,-0.02103,-0.01233,-0.02645,-0.01164,-0.00242,-0.02006,-0.00278,-0.01777,-0.002862593
0.00705,-0.01515,-0.01208,-0.01637,-0.01804,-0.09464,-0.1903,-0.02693,-0.01938,-0.03438,-0.02074,-0.0092,-0.02362,-0.01314,-0.02338,-0.010797346
0.01266,-0.01221,-0.00703,-0.01323,-0.01324,-0.09037,-0.18774,-0.01812,-0.01804,-0.03194,-0.01053,-0.00144,-0.0196,-0.00837,-0.01569,-0.002461285
0.01621,-0.00776,-0.00126,-0.0119,-0.01095,-0.0835,-0.18411,-0.0216,-0.01447,-0.02665,-0.00878,0.00036,-0.01784,-0.00142,-0.01747,-0.003026722
0.01798,-0.00583,-0.00531,-0.00741,-0.0078,-0.0831,-0.18241,-0.01958,-0.01106,-0.02441,-0.01065,-0.00157,-0.01405,-0.00167,-0.01869,-0.000668763
0.0164,-0.00616,-0.00625,-0.00898,-0.01093,-0.08816,-0.18691,-0.02027,-0.01162,-0.02549,-0.01329,-0.00246,-0.01711,-0.00612,-0.01634,-0.000875644
0.0136,-0.00755,-0.00803,-0.01236,-0.01217,-0.09045,-0.18824,-0.01839,-0.01246,-0.02587,-0.01544,0.00041,-0.01708,-0.00741,-0.01683,-0.00241094
0.01927,-0.00563,-0.00475,-0.00895,-0.00817,-0.08439,-0.18444,-0.02032,-0.01049,-0.024435,-0.01048,-0.00072,-0.0133,-0.00203,-0.01854,-0.001669214
0.01721,-0.00117,-0.00755,-0.00718,-0.01138,-0.08557,-0.18586,-0.02312,-0.01178,-0.02658,-0.01236,0.0004,-0.01705,-0.00558,-0.01929,-0.003415538
0.01785,-0.00388,-0.00604,-0.00623,-0.00767,-0.08525,-0.184,-0.0203,-0.01004,-0.0265,-0.01267,-0.00037,-0.01665,-0.00238,-0.0184,-0.001867359
0.01038,-0.01144,-0.0094,-0.01361,-0.01432,-0.09477,-0.19336,-0.02418,-0.0154,-0.0319,-0.01694,-0.00499,-0.02263,-0.01324,-0.02297,-0.005252114
