BJFS,BJYQ,BJSH,BJGB,TJBD,TJBH,TJWQ,HEYY,HELQ,HELY,HECC,HEZJ,HECD,HETS,SXLQ,XGB1
0.00924,-0.01296,-0.01754,-0.02372,-0.02319,-0.08626,-0.14035,-0.02626,-0.02618,-0.03256,-0.0261,-0.01127,-0.038,-0.01235,-0.02618,-0.011909897
0.00883,-0.01349,-0.00973,-0.01855,-0.0183,-0.07698,-0.13436,-0.02616,-0.02244,-0.02912,-0.02292,-0.01136,-0.02735,-0.00727,-0.02149,-0.00932462
0.00245,-0.02,-0.01948,-0.01961,-0.02225,-0.0795,-0.14026,-0.02827,-0.02591,-0.03304,-0.02387,-0.01492,-0.03468,-0.01058,-0.03032,-0.013627165
0.00516,-0.01517,-0.01904,-0.01889,-0.009965,-0.07777,-0.13327,-0.03306,-0.0257,-0.03241,-0.02649,-0.01498,-0.02995,-0.01849,-0.02905,-0.011767619
-0.00017,-0.02095,-0.02293,-0.02352,-0.02618,-0.08431,-0.14304,-0.03183,-0.03038,-0.03721,-0.02796,-0.01574,-0.03186,-0.01557,-0.03263,-0.01617863
-0.00111,-0.02195,-0.02156,-0.02452,-0.02837,-0.08334,-0.1426,-0.0352,-0.03719,-0.04208,-0.0284,-0.01985,-0.03293,-0.01606,-0.03482,-0.015172665
0.00363,-0.01516,-0.01474,-0.02107,-0.02209,-0.08075,-0.14002,-0.02982,-0.02782,-0.03293,-0.02423,-0.01578,-0.0295,-0.01286,-0.03083,-0.012576592
0.0028,-0.0189,-0.01333,-0.02251,-0.02367,-0.08147,-0.14125,-0.02976,-0.02755,-0.03397,-0.02265,-0.01335,-0.0311,-0.01286,-0.03138,-0.01239994
-0.00001,-0.0197,-0.01718,-0.02205,-0.02314,-0.0828,-0.13962,-0.02775,-0.03027,-0.03769,-0.02663,-0.01202,-0.03147,-0.01317,-0.03064,-0.012551788
0.00845,-0.02237,-0.02248,-0.023,-0.02008,-0.08285,-0.14016,-0.02767,-0.02625,-0.03589,-0.02526,-0.0138,-0.02947,-0.01732,-0.03037,-0.014296401
0.00076,-0.01767,-0.01776,-0.02263,-0.02501,-0.08344,-0.14082,-0.03168,-0.02921,-0.03776,-0.0255,-0.01438,-0.03107,-0.01731,-0.03201,-0.014739132
0.00383,-0.01785,-0.01602,-0.02369,-0.02491,-0.08163,-0.1406,-0.02979,-0.02514,-0.03392,-0.02244,-0.01365,-0.0293,-0.01543,-0.02925,-0.011675469
0.00254,-0.01559,-0.01703,-0.02225,-0.01623,-0.08229,-0.13812,-0.02714,-0.02415,-0.03259,-0.02122,-0.01067,-0.03068,-0.01172,-0.0258,-0.01234267
0.00051,-0.01403,-0.0189,-0.02032,-0.0211,-0.08196,-0.13831,-0.02757,-0.02623,-0.03596,-0.02445,-0.01386,-0.02967,-0.01594,-0.03095,-0.013712357
0.00004,-0.01483,-0.01784,-0.02144,-0.02145,-0.0811,-0.13875,-0.03393,-0.02592,-0.03514,-0.02467,-0.00754,-0.02453,-0.0148,-0.02902,-0.011087568
0.0087,-0.01259,-0.00632,-0.01336,-0.01587,-0.07386,-0.13382,-0.02483,-0.01995,-0.02939,-0.01775,-0.00515,-0.01983,-0.00716,-0.02621,-0.009511127
0.01068,-0.00982,-0.00878,-0.01489,-0.01542,-0.07091,-0.13234,-0.02427,-0.01946,-0.02962,-0.01499,-0.00513,-0.02153,-0.00479,-0.0225,-0.008639636
0.01182,-0.01296,-0.00968,-0.01405,-0.01469,-0.07389,-0.13016,-0.02307,-0.01992,-0.02339,-0.01527,-0.00761,-0.02192,-0.00509,-0.01868,-0.006034758
0.00571,-0.01671,-0.01605,-0.01904,-0.02174,-0.08114,-0.1423,-0.02907,-0.02604,-0.03068,-0.02403,-0.00932,-0.02632,-0.01327,-0.0267,-0.013766927
0.01129,-0.01164,-0.01501,-0.01477,-0.01767,-0.07678,-0.13617,-0.02494,-0.02411,-0.03028,-0.01769,-0.00846,-0.02289,-0.00985,-0.02527,-0.007315248
0.00571,-0.0134,-0.01295,-0.01896,-0.01883,-0.07626,-0.13762,-0.02734,-0.0266,-0.03004,-0.02014,-0.0096,-0.02413,-0.00934,-0.02745,-0.011998874
0.00838,-0.01176,-0.01275,-0.01821,-0.01867,-0.07858,-0.13695,-0.02557,-0.0208,-0.02757,-0.01966,-0.00795,-0.02395,-0.00684,-0.02281,-0.009702747
0.01137,-0.0103,-0.00585,-0.01244,-0.01273,-0.07228,-0.13343,-0.02273,-0.01836,-0.02551,-0.01579,-0.00676,-0.02314,-0.00591,-0.02751,-0.007562895
0.00571,-0.01231,-0.01766,-0.01535,-0.02154,-0.07811,-0.13943,-0.02824,-0.02202,-0.0333,-0.01678,-0.01008,-0.02188,-0.01175,-0.02323,-0.009965987
0.00911,-0.01259,-0.01676,-0.01912,-0.01966,-0.07794,-0.13943,-0.02885,-0.02444,-0.03431,-0.02377,-0.01064,-0.02616,-0.01056,-0.02395,-0.010859267
0.0046,-0.01559,-0.01628,-0.01806,-0.02192,-0.07795,-0.14095,-0.02947,-0.02798,-0.03552,-0.02251,-0.01441,-0.02658,-0.0144,-0.02616,-0.012305165
0.00602,-0.01696,-0.01701,-0.02361,-0.0244,-0.08221,-0.14627,-0.02874,-0.02962,-0.03644,-0.02219,-0.01355,-0.02838,-0.01356,-0.02914,-0.012698432
0.00844,-0.01369,-0.01063,-0.019,-0.01873,-0.0749,-0.13698,-0.02835,-0.02381,-0.03087,-0.02179,-0.00822,-0.02483,-0.013,-0.02499,-0.011601771
0.00246,-0.0161,-0.01559,-0.02122,-0.02265,-0.0801,-0.14362,-0.03259,-0.02725,-0.03684,-0.02576,-0.01493,-0.03437,-0.01614,-0.0298,-0.016082853
0.009,-0.01053,-0.01357,-0.0147,-0.01821,-0.07742,-0.13766,-0.02446,-0.02184,-0.02729,-0.01843,-0.00657,-0.02302,-0.01531,-0.0244,-0.007757726
0.01178,-0.01261,-0.01169,-0.01249,-0.01468,-0.07741,-0.13589,-0.02446,-0.02419,-0.03178,-0.02136,-0.00863,-0.02454,-0.01124,-0.02045,-0.006715292
0.01516,-0.01052,-0.0076,-0.01184,-0.00979,-0.06641,-0.13057,-0.02503,-0.01883,-0.02396,-0.01343,-0.00725,-0.0168,-0.00101,-0.02203,-0.005428946
0.01519,-0.0134,-0.00861,-0.00871,-0.01122,-0.07125,-0.13456,-0.02275,-0.01827,-0.027,-0.01429,-0.0078,-0.0172,-0.00545,-0.02339,-0.006038537
0.01628,-0.00619,-0.00189,-0.00739,-0.00984,-0.06949,-0.13224,-0.02022,-0.01697,-0.02524,-0.0129,-0.0038,-0.01897,-0.0043,-0.01908,-0.003074821
0.01565,-0.00054,-0.01156,-0.01155,-0.01003,-0.0686,-0.13176,-0.02214,-0.01616,-0.02594,-0.01015,-0.00483,-0.02128,-0.00198,-0.01275,-0.004620418
0.01265,-0.00644,-0.00214,-0.01026,-0.01091,-0.06885,-0.13301,-0.01686,-0.01773,-0.02641,-0.01541,-0.00202,-0.01958,-0.00591,-0.01798,-0.002356607
0.01686,-0.00338,-0.00348,-0.0099,-0.0088,-0.0668,-0.13134,-0.0217,-0.01508,-0.02595,-0.00733,-0.00305,-0.01641,-0.00181,-0.0124,-0.004841594
0.00739,-0.00727,-0.01362,-0.01766,-0.01441,-0.07263,-0.159835,-0.02485,-0.01882,-0.02862,-0.01499,-0.00193,-0.016835,-0.00881,-0.02384,-0.008207303
0.01283,-0.00419,-0.0135,-0.01319,-0.01407,-0.06895,-0.13444,-0.02586,-0.02119,-0.02839,-0.01742,-0.00482,-0.01854,-0.00682,-0.02008,-0.00535241
0.01727,-0.00727,-0.00336,-0.01017,-0.00813,-0.06419,-0.13019,-0.01853,-0.01675,-0.02575,-0.00946,-0.00419,-0.01684,-0.00196,-0.01915,-0.001670316
0.01144,-0.00563,-0.01196,-0.00895,-0.01162,-0.06795,-0.13412,-0.02356,-0.0185,-0.024435,-0.01486,-0.00787,-0.01892,-0.00447,-0.02192,-0.005333903
0.0033,-0.01877,-0.01433,-0.01927,-0.02077,-0.07651,-0.14179,-0.031,-0.02416,-0.03409,-0.02412,-0.01492,-0.02855,-0.01277,-0.02926,-0.014711602
0.00738,-0.01228,-0.01309,-0.01519,-0.01642,-0.07407,-0.13647,-0.027,-0.02354,-0.0318,-0.01993,-0.01153,-0.02506,-0.00944,-0.02766,-0.010808933
0.01598,-0.00451,-0.00552,-0.00669,-0.00708,-0.06368,-0.13075,-0.01924,-0.01527,-0.02459,-0.01005,-0.0034,-0.01568,-0.00089,-0.01917,0.001106789
0.01511,-0.00382,-0.00452,-0.0077,-0.00987,-0.067,-0.13183,-0.02045,-0.01366,-0.02264,-0.01495,-0.00313,-0.01738,-0.00271,-0.0174,-0.003164858
0.0157,-0.00691,-0.00608,-0.01037,-0.01024,-0.06904,-0.13373,-0.02076,-0.01523,-0.02612,-0.0138,-0.00312,-0.01746,-0.00515,-0.0162,-0.005265096
0.01876,-0.00045,0.00035,-0.00488,-0.00491,-0.06152,-0.12872,-0.01869,-0.01287,-0.02574,-0.00741,0.00253,-0.01154,0.00217,-0.01554,0.002236086
0.01941,0.00522,-0.00712,-0.00794,-0.00721,-0.06338,-0.12835,-0.01761,-0.01641,-0.01987,-0.00717,-0.00179,-0.01227,0.00105,-0.0175,0.003951759
0.00596,-0.0172,-0.01274,-0.02169,-0.02038,-0.07267,-0.14104,-0.02813,-0.02672,-0.03805,-0.02082,-0.01401,-0.02547,-0.01025,-0.02196,-0.012226408
0.01599,-0.00962,-0.00474,-0.01045,-0.00914,-0.0649,-0.13405,-0.02274,-0.01674,-0.02558,-0.01352,-0.00871,-0.01653,0.00018,-0.01824,-0.005236126
0.01675,-0.00383,-0.0009,-0.00591,-0.00866,-0.06423,-0.13364,-0.02067,-0.01422,-0.0231,-0.01291,-0.00311,-0.0163,-0.00013,-0.01637,0.000254593
0.00356,-0.01619,-0.01749,-0.01789,-0.01849,-0.07988,-0.1464,-0.03023,-0.02599,-0.03484,-0.02288,-0.01277,-0.02573,-0.01333,-0.02725,-0.012811031
0.01057,-0.0133,-0.00907,-0.01381,-0.01338,-0.07125,-0.13954,-0.02549,-0.02073,-0.02953,-0.01862,-0.00781,-0.02017,-0.00675,-0.02222,-0.00713264
0.0111,-0.00966,-0.00892,-0.01406,-0.01561,-0.07028,-0.1382,-0.02577,-0.01947,-0.02909,-0.01618,-0.00772,-0.02211,-0.00559,-0.02317,-0.00738614
0.0166,-0.00679,-0.0037,-0.00703,-0.00903,-0.0667,-0.13367,-0.0202,-0.01478,-0.02539,-0.01168,-0.00283,-0.01593,-0.00175,-0.0179,-0.003284263
0.01461,-0.00503,-0.00523,-0.00762,-0.0079,-0.06679,-0.13302,-0.019,-0.01436,-0.02359,-0.01032,0.00046,-0.01651,0.00007,-0.01768,-0.00211416
0.01585,-0.01038,-0.00115,-0.00888,-0.00888,-0.06733,-0.13486,-0.02031,-0.01534,-0.02839,-0.01247,-0.00202,-0.01633,-0.00322,-0.01785,-0.004104241
0.0141,-0.00672,-0.00638,-0.01074,-0.01197,-0.06831,-0.13711,-0.02175,-0.01732,-0.03008,-0.01178,-0.00376,-0.01693,-0.00341,-0.01866,-0.002986841
0.01108,-0.00964,-0.00958,-0.01201,-0.01663,-0.07296,-0.13932,-0.02485,-0.02001,-0.02883,-0.01591,-0.00686,-0.02114,-0.00904,-0.02113,-0.009397956
0.00677,-0.01019,-0.01054,-0.01877,-0.01685,-0.07255,-0.14227,-0.02592,-0.02192,-0.0303,-0.01636,-0.01124,-0.02149,-0.00913,-0.02163,-0.009565559
0.00999,-0.01055,-0.01176,-0.01315,-0.0118,-0.06917,-0.13717,-0.02247,-0.01866,-0.03054,-0.01499,-0.00769,-0.019,-0.00358,-0.02321,-0.005777343
0.01348,-0.0005,-0.01324,-0.00944,-0.00924,-0.06485,-0.13296,-0.0235,-0.01416,-0.0242,-0.01237,-0.00231,-0.01516,-0.0022,-0.01683,-0.002940509
0.01226,0.00338,-0.01238,-0.01038,-0.01098,-0.06669,-0.13398,-0.02068,-0.0176,-0.02516,-0.00973,-0.00162,-0.01924,-0.00131,-0.01341,0.0012284
0.0096,-0.01123,-0.0093,-0.01158,-0.01059,-0.07217,-0.13753,-0.02152,-0.01778,-0.02479,-0.00945,-0.00606,-0.01774,-0.00514,-0.02267,-0.007185933
0.01212,-0.00987,-0.01202,-0.01253,-0.01349,-0.07287,-0.13946,-0.02257,-0.01983,-0.02754,-0.0144,-0.00863,-0.01915,-0.00668,-0.02106,-0.007341551
0.00662,-0.01761,-0.01284,-0.0178,-0.0184,-0.07845,-0.14535,-0.0293,-0.02369,-0.03342,-0.02411,-0.01355,-0.02313,-0.01195,-0.02437,-0.012304344
0.0045,-0.01641,-0.01449,-0.02007,-0.02022,-0.08047,-0.14899,-0.02999,-0.02662,-0.03537,-0.02346,-0.01376,-0.02714,-0.01377,-0.02624,-0.013975821
0.0048,-0.01561,-0.01457,-0.01777,-0.01839,-0.07943,-0.14749,-0.02862,-0.0246,-0.03637,-0.02088,-0.01178,-0.02536,-0.01546,-0.02633,-0.012875021
0.00692,-0.01614,-0.01114,-0.01629,-0.02085,-0.0789,-0.15179,-0.02637,-0.02301,-0.03336,-0.02043,-0.01239,-0.02441,-0.01331,-0.02684,-0.01222635
0.00436,-0.01168,-0.01931,-0.01751,-0.01922,-0.07641,-0.14914,-0.02584,-0.02437,-0.03318,-0.01927,-0.01318,-0.02362,-0.01151,-0.02395,-0.010243594
0.0056,-0.01469,-0.01318,-0.0166,-0.01861,-0.07532,-0.14531,-0.02825,-0.02414,-0.03481,-0.02068,-0.01374,-0.02303,-0.01078,-0.02756,-0.011970492
0.00987,-0.01211,-0.01249,-0.01237,-0.01551,-0.07246,-0.1433,-0.02667,-0.02334,-0.03083,-0.01607,-0.01034,-0.0221,-0.00824,-0.02306,-0.008653999
0.00605,-0.01443,-0.01612,-0.01597,-0.01749,-0.07725,-0.14849,-0.0282,-0.02274,-0.03294,-0.01733,-0.01162,-0.02497,-0.01189,-0.02456,-0.011743206
0.01031,-0.01213,-0.01084,-0.01408,-0.01608,-0.07427,-0.14459,-0.02415,-0.02032,-0.02991,-0.01451,-0.00929,-0.02034,-0.01047,-0.02213,-0.007705791
0.00895,-0.01157,-0.01187,-0.01373,-0.01658,-0.07575,-0.14593,-0.02541,-0.02259,-0.03133,-0.01637,-0.0093,-0.02355,-0.01023,-0.02439,-0.008372648
0.01491,-0.00685,-0.00691,-0.00908,-0.00975,-0.06878,-0.1401,-0.01915,-0.01671,-0.02413,-0.01024,-0.00122,-0.01402,-0.00382,-0.02043,-0.00292794
0.01502,-0.00545,-0.00166,-0.01227,-0.01229,-0.07168,-0.14286,-0.01665,-0.01551,-0.02466,-0.01039,-0.00331,-0.01348,-0.00579,-0.01916,-0.001795371
0.01332,-0.00721,-0.00541,-0.01244,-0.0124,-0.06881,-0.14408,-0.02204,-0.0168,-0.02694,-0.01347,-0.00936,-0.01333,-0.00404,-0.02039,-0.006240752
0.01535,-0.00386,-0.00621,-0.00589,-0.00795,-0.06564,-0.13829,-0.01992,-0.01604,-0.02309,-0.00843,-0.00217,-0.01258,0.00165,-0.00971,0.000354924
0.01989,-0.00362,-0.0047,-0.006,-0.00928,-0.06772,-0.1395,-0.01871,-0.0143,-0.0216,-0.00801,0.00095,-0.0161,-0.00217,-0.01675,-0.000950527
0.02285,0.00611,-0.00315,0.00243,-0.00079,-0.06076,-0.13349,-0.01391,-0.00928,-0.01645,-0.00451,0.00184,-0.0116,0.00392,-0.01636,0.001424096
0.02143,0.00403,-0.00388,-0.00249,-0.00297,-0.06209,-0.13525,-0.01311,-0.01073,-0.02116,0.00003,0.00343,-0.00952,0.00364,-0.00975,0.006177122
0.02628,0.00716,0.00706,0.00424,-0.00441,-0.06325,-0.13698,-0.018,-0.00971,-0.01953,-0.00223,0.0019,-0.00583,0.00264,-0.01357,0.004476244
0.01743,-0.00163,-0.00207,-0.00388,-0.00613,-0.06544,-0.13772,-0.01577,-0.01273,-0.02073,-0.00699,0.00108,-0.01177,0.0016,-0.01598,0.001003994
0.01059,-0.01084,-0.01219,-0.01326,-0.01486,-0.07479,-0.159835,-0.0255,-0.02218,-0.03184,-0.0151,-0.00193,-0.016835,-0.01009,-0.02156,-0.006771594
0.01491,-0.0044,-0.00766,-0.00764,-0.0105,-0.07152,-0.14277,-0.01954,-0.01664,-0.02436,-0.01059,-0.00341,-0.01508,-0.00508,-0.01821,-0.002828606
0.02113,-0.00048,-0.0029,-0.00337,-0.00619,-0.06527,-0.13772,-0.01476,-0.01267,-0.02042,-0.00432,-0.00151,-0.01176,0.00038,-0.01421,0.003243303
0.0183,-0.00451,-0.00269,-0.0066,-0.00789,-0.06864,-0.14043,-0.01719,-0.01458,-0.02192,-0.00796,0,-0.01355,-0.00327,-0.01492,-0.001119192
0.00784,-0.01476,-0.01297,-0.01574,-0.01784,-0.07623,-0.14894,-0.0249,-0.02341,-0.03049,-0.01773,-0.0081,-0.02329,-0.01303,-0.02287,-0.00978309
0.01155,-0.01016,-0.00783,-0.01352,-0.01473,-0.07622,-0.1474,-0.02297,-0.01967,-0.02682,-0.01622,-0.00684,-0.0185,-0.00777,-0.02121,-0.008367026
0.01508,-0.00717,-0.01016,-0.00828,-0.00978,-0.06837,-0.14306,-0.01814,-0.01667,-0.0232,-0.01317,-0.00238,-0.01559,-0.00137,-0.01738,-0.0034145
0.01112,-0.01123,-0.0145,-0.01114,-0.01388,-0.07288,-0.14717,-0.02346,-0.02108,-0.02834,-0.01818,-0.00917,-0.01952,-0.0064,-0.02145,-0.007422109
0.00938,-0.01352,-0.01391,-0.014,-0.01747,-0.07573,-0.14837,-0.02683,-0.02202,-0.02952,-0.01998,-0.01066,-0.02444,-0.01028,-0.02137,-0.011111601
0.00755,-0.01284,-0.01542,-0.01769,-0.01799,-0.07677,-0.14981,-0.02652,-0.02162,-0.03092,-0.01776,-0.01209,-0.02108,-0.01075,-0.02492,-0.00970748
0.00979,-0.01609,-0.01257,-0.0151,-0.01552,-0.07637,-0.15003,-0.02649,-0.00772,-0.03081,-0.01614,-0.00883,-0.02295,-0.01125,-0.02378,-0.005613766
0.00782,-0.01366,-0.01373,-0.01676,-0.019,-0.07709,-0.159835,-0.0265,-0.01373,-0.03158,-0.01939,-0.00193,-0.0241,-0.01009,-0.02308,-0.008849068
0.00902,-0.01281,-0.01303,-0.0154,-0.01674,-0.07807,-0.15007,-0.02495,-0.01373,-0.03068,-0.01612,-0.00912,-0.02158,-0.00955,-0.0218,-0.008679234
0.00807,-0.01235,-0.0137,-0.01449,-0.01695,-0.0778,-0.15289,-0.02637,-0.01373,-0.03235,-0.01741,-0.01097,-0.02245,-0.01044,-0.02376,-0.008113951
0.01,-0.01002,-0.0141,-0.01453,-0.01675,-0.07541,-0.15027,-0.0254,-0.02376,-0.02829,-0.01663,-0.00821,-0.02199,-0.0108,-0.02206,-0.010075243
0.00713,-0.01141,-0.01439,-0.01557,-0.01729,-0.07635,-0.1525,-0.02571,-0.02427,-0.03122,-0.01617,-0.00892,-0.01894,-0.00962,-0.02443,-0.010175001
0.01102,-0.01069,-0.00632,-0.01299,-0.01566,-0.08181,-0.15027,-0.0255,-0.01373,-0.02905,-0.01466,-0.00788,-0.01895,-0.00555,-0.02086,-0.005536436
0.02005,-0.0028,-0.00971,-0.00952,-0.01027,-0.07129,-0.14733,-0.02044,-0.02296,-0.02704,-0.0125,-0.00306,-0.01553,-0.00439,-0.01301,-0.000755164
0.00767,-0.0119,-0.01813,-0.01706,-0.02116,-0.08043,-0.15381,-0.03066,-0.02088,-0.03367,-0.01726,-0.01172,-0.02356,-0.01072,-0.02796,-0.011951549
0.0142,-0.00737,-0.00652,-0.00863,-0.00949,-0.06857,-0.14633,-0.02099,-0.01373,-0.0259,-0.0117,-0.00562,-0.01369,-0.00078,-0.02133,-0.002715669
0.01554,-0.00653,-0.00678,-0.00846,-0.01183,-0.0739,-0.14587,-0.01967,-0.01824,-0.02426,-0.01141,-0.00556,-0.01572,-0.00406,-0.01847,-0.002523497
0.01371,-0.00694,-0.01002,-0.00956,-0.01376,-0.07404,-0.14667,-0.02183,-0.01823,-0.02368,-0.01474,-0.00802,-0.01939,-0.00597,-0.01942,-0.005057174
0.01338,-0.00757,-0.00673,-0.0076,-0.01503,-0.0737,-0.14288,-0.0214,-0.01653,-0.02515,-0.01359,-0.00562,-0.01707,-0.00432,-0.02052,-0.001944409
0.0108,-0.01253,-0.00826,-0.01302,-0.01365,-0.07598,-0.15056,-0.02257,-0.02187,-0.02683,-0.0157,-0.00962,-0.01742,-0.00815,-0.02148,-0.008026717
0.01322,-0.00972,-0.00769,-0.01075,-0.0127,-0.07273,-0.14745,-0.02081,-0.01912,-0.02345,-0.01095,-0.00487,-0.01934,-0.00468,-0.01907,-0.004844324
0.00757,-0.01227,-0.01255,-0.0156,-0.01989,-0.08206,-0.15678,-0.02635,-0.02641,-0.02925,-0.01663,-0.01222,-0.02765,-0.01126,-0.02683,-0.009498577
0.01202,-0.00926,-0.014,-0.01114,-0.01458,-0.07647,-0.14879,-0.02386,-0.02319,-0.02847,-0.01589,-0.0072,-0.02109,-0.00704,-0.02244,-0.006658596
0.00694,-0.00612,-0.00933,-0.0126,-0.01764,-0.08077,-0.15078,-0.02777,-0.0242,-0.02824,-0.01274,-0.00862,-0.02542,-0.01143,-0.01909,-0.009972875
0.01025,-0.00809,-0.01003,-0.01,-0.01472,-0.07921,-0.15034,-0.02205,-0.02118,-0.0275,-0.01477,-0.00771,-0.02041,-0.00926,-0.02125,-0.007006104
0.01844,-0.00627,-0.00881,-0.00732,-0.00983,-0.07217,-0.14268,-0.0184,-0.01415,-0.02361,-0.00936,-0.00188,-0.0165,-0.00382,-0.01542,-0.001650775
0.00776,-0.00973,-0.01299,-0.01517,-0.01798,-0.08077,-0.15106,-0.02474,-0.02358,-0.03055,-0.01259,-0.00781,-0.024,-0.01519,-0.02257,-0.007745668
0.01115,-0.00664,-0.01226,-0.01229,-0.01526,-0.07689,-0.14893,-0.0238,-0.02067,-0.0346,-0.01548,-0.0063,-0.02258,-0.00906,-0.02362,-0.006924144
0.0087,-0.00484,-0.01293,-0.01196,-0.01491,-0.07351,-0.14885,-0.02554,-0.02081,-0.02493,-0.01459,-0.00703,-0.0224,-0.00636,-0.02263,-0.004918839
0.01035,-0.0091,-0.01003,-0.01122,-0.01486,-0.07352,-0.14904,-0.02149,-0.02121,-0.02808,-0.01422,-0.00734,-0.02052,-0.00791,-0.0199,-0.004805435
0.01185,-0.00798,-0.01066,-0.01105,-0.01553,-0.07776,-0.15008,-0.02199,-0.02107,-0.03279,-0.01396,-0.00512,-0.02084,-0.00846,-0.01895,-0.006262015
0.00464,-0.01614,-0.01483,-0.01832,-0.01964,-0.08308,-0.15508,-0.02805,-0.02648,-0.03474,-0.02111,-0.01225,-0.02692,-0.01346,-0.0276,-0.012665498
0.0006,-0.01253,-0.01522,-0.0154,-0.01869,-0.08075,-0.1545,-0.0293,-0.02708,-0.03209,-0.01988,-0.01227,-0.02309,-0.01276,-0.03065,-0.011094774
0.00384,-0.0214,-0.0184,-0.02245,-0.02501,-0.0862,-0.16112,-0.03396,-0.03044,-0.03644,-0.02434,-0.01629,-0.03137,-0.01986,-0.0324,-0.015267435
0.01016,-0.01302,-0.01153,-0.01271,-0.01636,-0.07675,-0.15396,-0.02611,-0.02462,-0.03026,-0.01791,-0.00991,-0.02335,-0.01009,-0.02421,-0.008872057
0.00684,-0.017,-0.01715,-0.01769,-0.02055,-0.08167,-0.15808,-0.02964,-0.02672,-0.03315,-0.02,-0.01401,-0.02604,-0.01285,-0.02675,-0.011828688
0.0087,-0.01515,-0.016,-0.01711,-0.02056,-0.08297,-0.15755,-0.02643,-0.02376,-0.02975,-0.02087,-0.01295,-0.02389,-0.01374,-0.02495,-0.011909714
0.00519,-0.01751,-0.01727,-0.01912,-0.02249,-0.08494,-0.15951,-0.03026,-0.02797,-0.03459,-0.0229,-0.01332,-0.02781,-0.01447,-0.02965,-0.013885402
0.00743,-0.01437,-0.01723,-0.01576,-0.02186,-0.08262,-0.15745,-0.02732,-0.02766,-0.03124,-0.01886,-0.00992,-0.02511,-0.01224,-0.02627,-0.010861002
0.00587,-0.01581,-0.0152,-0.01875,-0.02371,-0.08556,-0.15884,-0.02912,-0.02827,-0.03348,-0.02077,-0.01462,-0.02691,-0.01447,-0.02722,-0.012909005
0.00718,-0.01386,-0.0151,-0.01587,-0.02033,-0.08164,-0.15641,-0.02803,-0.02478,-0.03271,-0.01974,-0.0115,-0.02605,-0.01118,-0.02677,-0.01134798
0.0068,-0.01447,-0.01427,-0.01824,-0.02006,-0.08307,-0.15419,-0.02851,-0.02581,-0.03057,-0.01726,-0.01052,-0.02462,-0.01203,-0.02579,-0.00993536
0.00192,-0.01898,-0.02039,-0.02129,-0.02495,-0.08856,-0.16279,-0.03219,-0.02869,-0.03516,-0.02319,-0.01572,-0.03147,-0.01552,-0.03062,-0.015011176
0.00058,-0.02302,-0.02228,-0.02448,-0.02886,-0.09347,-0.16401,-0.03352,-0.03244,-0.03653,-0.02704,-0.01856,-0.03322,-0.02205,-0.03471,-0.018074147
0.00726,-0.01247,-0.01221,-0.01455,-0.02024,-0.08363,-0.15618,-0.02606,-0.02314,-0.02915,-0.01729,-0.00881,-0.02351,-0.01184,-0.02333,-0.010973202
0.0065,-0.01387,-0.01451,-0.01568,-0.01853,-0.08172,-0.15715,-0.02508,-0.02471,-0.03107,-0.01925,-0.01087,-0.02497,-0.01158,-0.02492,-0.011444403
0.00953,-0.01079,-0.00968,-0.01534,-0.01737,-0.07776,-0.15457,-0.0248,-0.02126,-0.02795,-0.01536,-0.01033,-0.02352,-0.00935,-0.02247,-0.007176874
0.0069,-0.01362,-0.01098,-0.016,-0.01875,-0.08324,-0.15751,-0.02623,-0.02294,-0.02786,-0.01921,-0.0103,-0.02387,-0.01042,-0.02213,-0.009373289
0.00902,-0.01107,-0.01132,-0.01395,-0.0165,-0.07985,-0.15696,-0.02246,-0.02104,-0.02944,-0.01443,-0.00738,-0.02175,-0.0083,-0.02121,-0.01020403
0.01071,-0.00904,-0.00571,-0.00997,-0.01414,-0.07702,-0.1535,-0.02242,-0.01821,-0.02939,-0.01369,-0.00595,-0.02054,-0.00752,-0.01991,-0.006483186
0.00755,-0.01189,-0.013,-0.01444,-0.0192,-0.08193,-0.1566,-0.02764,-0.02204,-0.03252,-0.01638,-0.00956,-0.02383,-0.0112,-0.02468,-0.008914924
0.00613,-0.01081,-0.01159,-0.01383,-0.02137,-0.08315,-0.15821,-0.02568,-0.01843,-0.03262,-0.02114,-0.01003,-0.02488,-0.01334,-0.0261,-0.008084907
0.01093,-0.01084,-0.00859,-0.01304,-0.01809,-0.0812,-0.15531,-0.02529,-0.01955,-0.02849,-0.01636,-0.00845,-0.02237,-0.009,-0.02252,-0.008862779
0.00698,-0.01314,-0.01324,-0.0144,-0.01822,-0.08036,-0.15824,-0.0269,-0.02028,-0.03243,-0.01953,-0.01165,-0.02357,-0.01173,-0.02395,-0.008453169
0.00892,-0.01141,-0.0083,-0.01341,-0.01862,-0.08048,-0.15558,-0.02597,-0.02049,-0.03104,-0.01624,-0.00977,-0.02396,-0.01039,-0.0216,-0.008496728
0.00641,-0.01301,-0.01397,-0.01396,-0.01974,-0.08417,-0.1589,-0.0251,-0.02066,-0.02994,-0.01918,-0.0096,-0.02324,-0.0112,-0.02486,-0.009858361
0.00622,-0.01837,-0.01344,-0.01515,-0.02181,-0.08599,-0.15901,-0.02858,-0.02503,-0.03066,-0.01993,-0.0123,-0.02648,-0.01031,-0.02202,-0.01229616
