TRUE,fit,prediction
-0.01033,-0.009326498,
-0.00557,-0.003406894,
0.00385,-0.000126008,
-0.00619,-0.006645406,
0.00283,-0.002312043,
-0.00989,-0.010527763,
-0.00225,-0.00361411,
-0.00139,0.000568309,
0.01438,0.019651284,
0.01108,0.009287854,
0.01168,0.010242044,
-0.00962,-0.008105949,
-0.01219,-0.009342409,
-0.00852,-0.007871707,
-0.00793,-0.007589186,
-0.00482,-0.007154257,
-0.00893,-0.007935927,
0.00111,-0.000189537,
-0.00747,-0.002367699,
0.00136,-0.00575416,
0.0052,0.003500939,
0.00764,0.000793293,
0.01286,0.012349187,
0.02241,0.012644601,
0.0095,0.009179916,
-0.0085,-0.001524549,
-0.00821,-0.00574533,
-0.00999,-0.008949911,
-0.01102,-0.008499059,
-0.00963,-0.009715983,
-0.00639,-0.006352481,
-0.00733,-0.00852257,
0.00525,0.00686418,
-0.01321,-0.01158044,
-0.00031,-0.003205213,
0.0113,0.011328415,
-0.00716,-0.007426355,
0.00381,0.005518209,
-0.01956,-0.013737508,
-0.01233,-0.01309717,
0.00614,0.022460185,
0.00159,0.014829523,
-0.0055,0.002232251,
-0.0035,-0.007572198,
-0.01899,-0.015127549,
-0.00937,-0.009517436,
-0.00971,-0.012767348,
-0.01513,-0.006352119,
-0.00172,-0.004970205,
-0.0039,-0.001753363,
0.0009,0.003496265,
0.00104,-0.002117498,
-0.01164,-0.004429208,
-0.00471,0.000962463,
-0.00191,0.002239917,
-0.01162,-0.009914661,
-0.01304,-0.013449798,
-0.0077,-0.009480916,
0.00797,-0.002709272,
-0.00321,0.00625748,
-0.00993,-0.008879689,
-0.00857,-0.001054001,
-0.01529,-0.010801835,
-0.01523,-0.003268884,
-0.01498,-0.009145255,
-0.00823,0.000975121,
-0.00473,-0.002420243,
-0.00596,-0.00528391,
-0.00867,-0.005012605,
-0.00681,-0.007469298,
-0.0132,-0.006949065,
-0.00475,0.002090251,
-0.017,-0.011792752,
-0.00562,-0.007013467,
-0.00996,-0.007571676,
-0.0067,-8.91E-05,
-0.00179,0.001237913,
0.00707,0.017493958,
-0.01055,-0.010044121,
0.00398,0.009036219,
-0.00438,-0.011249949,
-0.00691,-0.004799156,
-0.00341,-0.000574154,
-0.00105,-0.002341043,
-0.01014,-0.006241246,
-0.00587,-0.007930047,
