,XGB1,HEZJ
287,0.005169475,0.00151
288,0.005278881,0.00564
289,0.005071047,0.00676
290,0.001528066,-0.00236
291,0.015536824,0.0094
292,0.005278226,0.00429
293,0.003833022,0.00214
294,-6.23E-05,-0.00174
295,-0.001567371,-0.0038
296,-0.001343956,-0.00199
297,0.001240125,-0.00405
298,0.014714349,0.00795
299,0.014855371,0.0078
300,0.002940742,-0.00122
301,-0.005958594,-0.00046
302,0.002622771,-0.00141
303,0.001558959,-0.00205
304,-0.001699518,-0.00029
305,0.004059268,0.00136
306,0.003707276,0.00565
307,-0.001563774,0.00039
308,-0.004932911,-0.00643
309,-0.001819696,-0.00551
310,-0.0049136,-0.00029
311,-0.001715066,-0.00564
312,0.003276389,-0.00045
313,-0.000771967,0.00046
314,-0.003816782,-0.00053
315,-0.005428919,-0.00465
316,0.003140943,0.00174
317,0.00337406,-0.00165
318,-0.001385232,-0.00156
319,-0.004389458,-0.00267
320,0.002838034,-0.00053
321,0.006965095,0.00556
322,-0.00544349,-0.00592
323,-0.00635297,-0.00478
324,-0.005208739,-0.00414
325,-0.010345283,-0.0106
326,-0.011745836,-0.00975
327,-0.006827509,-0.00859
328,-0.003236744,-0.00639
329,0.001965063,0.00207
330,-0.00603748,-0.00153
331,-0.004792692,-0.00279
332,-0.004103716,-0.00098
333,-0.000149268,-0.00017
334,-0.003892316,-0.00218
335,-0.003646512,-0.00161
336,0.001810186,0.00232
337,0.003910715,0.00357
338,-0.005610331,-0.00229
339,-0.00500871,-0.00272
340,-0.007077725,-0.00245
341,-0.005610331,-0.00432
342,-0.006211608,-0.00655
343,-0.00596675,-0.00542
344,-0.003944065,-0.00243
345,-0.003457221,-0.00393
346,-0.001485383,0.00216
347,-0.005231454,-0.00264
348,-0.002423185,-0.00157
349,-0.007425286,-0.00496
350,-0.003976398,-0.00072
351,-0.008558802,-0.00809
352,0.005083384,0.00543
353,-0.006220809,-0.00446
354,-0.003510523,-0.00169
355,-0.005272204,-0.00326
356,-0.001697587,-0.00011
357,0.000868717,-0.00068
358,0.005443381,0.00239
359,-0.003571872,-0.00443
360,0.000811177,-0.00006
361,-0.001104033,0.00064
362,0.000648636,0.0012
363,-0.002805434,-0.00295
364,-0.002555718,-0.00218
